区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度
57061/平陆,小时数据,2024-11-24 05,2024-11-24 05:00:43,000,960.3,1026.9,7.4,8.6,84,3580,0.0,-,155,2.7,154,3.4,6.2,6.8
57061/平陆,小时数据,2024-11-24 04,2024-11-24 04:00:40,000,960.3,1026.8,7.5,8.5,82,3830,0.0,-,143,4.6,141,4.9,6.1,7.1
57061/平陆,小时数据,2024-11-24 03,2024-11-24 03:00:41,000,960.8,1027.3,7.6,8.3,80,3823,0.0,-,152,3.8,143,4.0,5.9,7.1
57061/平陆,小时数据,2024-11-24 02,2024-11-24 02:00:40,000,960.7,1027.2,7.6,8.1,78,3892,0.0,-,140,4.6,136,4.1,5.4,6.9
57061/平陆,小时数据,2024-11-24 01,2024-11-24 01:00:39,000,961.2,1027.8,7.3,7.9,77,4109,0.0,-,152,2.6,151,2.7,4.9,6.3
57061/平陆,小时数据,2024-11-24 00,2024-11-24 00:00:46,000,961.3,1028.0,7.2,7.6,75,4397,0.0,-,146,2.6,154,2.8,5.1,6.4
57061/平陆,小时数据,2024-11-23 23,2024-11-23 23:00:39,000,961.3,1028.1,7.1,7.5,74,4570,0.0,-,166,2.4,161,2.9,4.2,5.7
57061/平陆,小时数据,2024-11-23 22,2024-11-23 22:00:39,000,961.0,1027.9,6.7,7.1,72,5273,0.0,-,178,3.1,175,2.8,3.6,5.3
57061/平陆,小时数据,2024-11-23 21,2024-11-23 21:00:39,000,960.8,1027.6,7.0,6.8,68,5987,0.0,-,158,4.1,163,3.5,3.4,5.3
57061/平陆,小时数据,2024-11-23 20,2024-11-23 20:00:39,000,960.5,1027.2,7.8,6.8,64,6523,0.0,-,156,5.5,154,5.0,4.2,6.6
57061/平陆,小时数据,2024-11-23 19,2024-11-23 19:00:39,000,960.0,1026.6,8.2,7.0,64,5917,0.0,-,130,6.7,130,6.2,5.1,7.3
57061/平陆,小时数据,2024-11-23 18,2024-11-23 18:00:41,000,959.6,1026.2,8.4,7.4,67,5222,0.0,-,133,6.4,135,7.0,5.8,7.7
57061/平陆,小时数据,2024-11-23 17,2024-11-23 17:00:38,000,959.5,1026.1,8.6,7.6,68,4577,0.0,-,137,7.0,132,6.7,7.1,8.1
57061/平陆,小时数据,2024-11-23 16,2024-11-23 16:00:40,000,959.6,1026.1,9.2,7.7,66,4149,0.0,-,130,6.3,133,6.3,11.4,10.3
57061/平陆,小时数据,2024-11-23 15,2024-11-23 15:00:45,000,959.7,1026.2,9.0,7.7,67,4435,0.0,-,154,4.9,149,5.1,10.6,9.7
57061/平陆,小时数据,2024-11-23 14,2024-11-23 14:00:39,000,959.3,1025.7,8.9,7.6,67,4751,0.0,-,149,6.8,143,6.3,11.7,10.1
57061/平陆,小时数据,2024-11-23 13,2024-11-23 13:00:38,000,960.2,1026.7,8.8,7.9,70,4487,0.0,-,130,5.7,134,6.1,12.5,10.6
57061/平陆,小时数据,2024-11-23 12,2024-11-23 12:00:40,000,961.3,1027.9,8.3,7.9,72,4172,0.0,-,140,6.4,142,5.2,11.3,9.9
57061/平陆,小时数据,2024-11-23 11,2024-11-23 11:00:41,000,962.4,1029.1,7.5,7.9,76,3207,0.0,-,142,5.1,145,4.6,8.5,8.1
57061/平陆,小时数据,2024-11-23 10,2024-11-23 10:00:38,000,962.8,1029.6,7.2,7.8,77,3213,0.0,-,153,3.2,149,4.1,7.4,7.6
57061/平陆,小时数据,2024-11-23 09,2024-11-23 09:00:43,000,962.6,1029.4,7.2,7.8,77,3340,0.0,-,147,5.6,155,5.4,6.6,7.2
57061/平陆,小时数据,2024-11-23 08,2024-11-23 08:00:39,000,962.3,1029.0,7.2,7.8,77,3550,0.0,-,154,3.8,153,3.6,6.1,7.0
57061/平陆,小时数据,2024-11-23 07,2024-11-23 07:00:38,000,961.7,1028.3,7.3,8.0,78,3645,0.0,-,145,3.9,141,3.9,5.6,6.8
57061/平陆,小时数据,2024-11-23 06,2024-11-23 06:00:39,000,961.0,1027.5,7.2,7.8,77,3773,0.0,-,134,5.9,135,5.6,4.7,6.6
57061/平陆,小时数据,2024-11-23 05,2024-11-23 05:00:39,000,960.9,1027.3,7.2,7.8,77,3757,0.0,-,136,5.7,138,5.2,4.2,6.4
57061/平陆,小时数据,2024-11-23 04,2024-11-23 04:00:39,000,961.0,1027.3,7.4,7.8,76,3694,0.0,-,140,6.2,140,5.9,4.3,6.5
57061/平陆,小时数据,2024-11-23 03,2024-11-23 03:00:39,000,961.5,1027.7,7.5,7.9,76,3654,0.0,-,142,5.0,141,5.2,4.2,6.4
57061/平陆,小时数据,2024-11-23 02,2024-11-23 02:00:40,000,961.4,1027.5,7.7,7.9,75,3775,0.0,-,141,5.9,140,5.6,4.4,6.6
57061/平陆,小时数据,2024-11-23 01,2024-11-23 01:00:39,000,961.5,1027.7,7.8,7.8,74,3834,0.0,-,128,5.2,131,5.0,4.8,6.9
57061/平陆,小时数据,2024-11-23 00,2024-11-23 00:00:52,000,961.9,1028.2,8.1,7.7,71,4182,0.0,-,143,4.5,144,4.2,5.3,7.3
57061/平陆,小时数据,2024-11-22 23,2024-11-22 23:00:38,000,961.9,1028.3,8.4,7.4,67,4867,0.0,-,138,6.5,141,5.6,4.9,7.4
57061/平陆,小时数据,2024-11-22 22,2024-11-22 22:00:38,000,961.6,1028.2,8.5,7.3,66,4880,0.0,-,145,4.2,147,5.8,4.6,7.2
57061/平陆,小时数据,2024-11-22 21,2024-11-22 21:00:42,000,961.2,1028.3,8.7,7.4,66,4946,0.0,-,138,4.9,143,4.6,4.8,7.5
57061/平陆,小时数据,2024-11-22 20,2024-11-22 20:00:37,000,960.5,1027.6,8.8,7.5,66,5975,0.0,-,142,4.1,144,3.8,4.8,7.2
57061/平陆,小时数据,2024-11-22 19,2024-11-22 19:00:39,000,960.1,1027.2,9.3,7.5,64,6054,0.0,-,146,4.7,141,4.7,5.6,8.1
57061/平陆,小时数据,2024-11-22 18,2024-11-22 18:00:36,000,959.5,1026.4,9.9,7.4,61,6777,0.0,-,134,5.2,130,5.6,6.5,8.7
57061/平陆,小时数据,2024-11-22 17,2024-11-22 17:00:40,000,959.4,1026.2,10.6,7.7,60,6691,0.0,-,140,7.2,137,7.4,8.6,10.0
57061/平陆,小时数据,2024-11-22 16,2024-11-22 16:00:39,000,959.2,1025.9,11.5,7.9,58,7442,0.0,-,142,7.8,138,6.5,12.4,12.6
57061/平陆,小时数据,2024-11-22 15,2024-11-22 15:00:37,000,959.2,1025.7,12.2,8.0,56,8488,0.0,-,144,5.0,137,6.8,15.7,15.0
57061/平陆,小时数据,2024-11-22 14,2024-11-22 14:00:40,000,959.6,1026.0,12.6,7.9,54,9348,0.0,-,143,5.2,133,6.2,17.6,16.6
57061/平陆,小时数据,2024-11-22 13,2024-11-22 13:00:45,000,960.2,1026.7,11.8,7.6,55,7262,0.0,-,127,5.9,130,6.7,15.7,14.7
57061/平陆,小时数据,2024-11-22 12,2024-11-22 12:00:38,000,961.2,1027.8,11.1,7.4,56,8966,0.0,-,144,6.1,140,5.9,16.3,14.2
57061/平陆,小时数据,2024-11-22 11,2024-11-22 11:00:41,000,961.9,1028.5,10.3,7.5,60,11073,0.0,-,150,4.2,151,4.4,16.2,14.7
57061/平陆,小时数据,2024-11-22 10,2024-11-22 10:00:39,000,962.3,1029.2,7.9,7.3,69,8972,0.0,-,134,3.0,138,2.4,13.3,12.2
57061/平陆,小时数据,2024-11-22 09,2024-11-22 09:00:45,000,962.7,1030.1,3.8,7.2,90,4991,0.0,-,PPC,0.0,PPC,0.0,6.0,8.1
57061/平陆,小时数据,2024-11-22 08,2024-11-22 08:00:39,000,962.1,1029.5,2.7,6.5,88,6997,0.0,-,24,1.1,14,0.9,0.1,1.2
57061/平陆,小时数据,2024-11-22 07,2024-11-22 07:00:39,000,961.6,1028.9,2.4,6.8,94,3702,0.0,-,309,1.8,303,1.4,-0.5,-1.2
57061/平陆,小时数据,2024-11-22 06,2024-11-22 06:00:39,000,961.4,1028.5,2.8,6.7,90,4706,0.0,-,242,0.8,242,0.8,-1.2,-1.5
57061/平陆,小时数据,2024-11-22 05,2024-11-22 05:00:41,000,961.0,1027.9,3.0,6.9,91,5279,0.0,-,195,0.3,PPC,0.0,-1.0,-1.6
57061/平陆,小时数据,2024-11-22 04,2024-11-22 04:00:39,000,961.2,1027.9,3.1,6.9,91,4731,0.0,-,35,0.5,51,0.5,-0.6,-1.5
57061/平陆,小时数据,2024-11-22 03,2024-11-22 03:00:43,000,961.2,1027.8,3.9,7.1,88,5683,0.0,-,249,1.0,207,1.2,0.0,-0.1
57061/平陆,小时数据,2024-11-22 02,2024-11-22 02:00:42,000,961.1,1027.7,4.4,7.4,89,5788,0.0,-,71,1.3,71,1.3,0.3,-0.3
57061/平陆,小时数据,2024-11-22 01,2024-11-22 01:00:37,000,961.0,1027.7,4.4,7.3,87,5362,0.0,-,31,1.4,358,1.0,1.0,0.6
57061/平陆,小时数据,2024-11-22 00,2024-11-22 00:00:42,000,961.1,1027.8,5.6,7.4,81,7231,0.0,-,PPC,0.2,263,0.7,1.7,2.3
57061/平陆,小时数据,2024-11-21 23,2024-11-21 23:00:39,000,961.2,1027.9,6.4,7.4,77,7989,0.0,-,310,2.7,307,2.8,2.7,3.7
57061/平陆,小时数据,2024-11-21 22,2024-11-21 22:00:41,000,961.3,1028.3,6.3,7.5,79,8277,0.0,-,309,3.6,319,3.0,3.1,4.0
57061/平陆,小时数据,2024-11-21 21,2024-11-21 21:00:43,000,961.0,1028.0,7.2,7.3,72,10077,0.0,-,345,3.0,340,2.7,3.8,4.1
57061/平陆,小时数据,2024-11-21 20,2024-11-21 20:00:39,000,960.9,1028.2,7.3,7.6,74,10562,0.0,-,326,1.6,324,1.8,4.7,4.8
57061/平陆,小时数据,2024-11-21 19,2024-11-21 19:00:37,000,960.8,1028.0,8.3,7.4,68,11197,0.0,-,352,0.7,335,0.9,5.2,4.4
57061/平陆,小时数据,2024-11-21 18,2024-11-21 18:00:41,000,960.2,1027.2,9.5,7.6,64,13786,0.0,-,52,1.3,83,1.2,6.6,6.6
57061/平陆,小时数据,2024-11-21 17,2024-11-21 17:00:39,000,959.9,1026.6,10.9,8.2,63,12239,0.0,-,4,1.9,1,1.9,9.3,8.9
57061/平陆,小时数据,2024-11-21 16,2024-11-21 16:00:41,000,959.7,1026.2,12.3,8.0,56,10945,0.0,-,248,1.8,262,1.9,13.9,15.1
57061/平陆,小时数据,2024-11-21 15,2024-11-21 15:00:40,000,959.6,1026.1,12.2,8.5,60,8804,0.0,-,241,3.1,238,3.3,16.5,17.3
57061/平陆,小时数据,2024-11-21 14,2024-11-21 14:00:39,000,960.2,1026.6,12.1,8.7,62,9891,0.0,-,243,3.8,236,3.9,19.2,18.7
57061/平陆,小时数据,2024-11-21 13,2024-11-21 13:00:38,000,960.8,1027.3,11.2,8.8,66,8658,0.0,-,235,3.3,241,3.0,20.5,20.1
57061/平陆,小时数据,2024-11-21 12,2024-11-21 12:00:39,000,961.8,1028.4,9.9,8.7,71,6662,0.0,-,242,3.3,237,3.2,19.1,17.6
57061/平陆,小时数据,2024-11-21 11,2024-11-21 11:13:04,000,962.9,1029.8,8.9,8.3,73,7407,0.0,-,250,3.2,236,3.4,16.8,15.4
57061/平陆,小时数据,2024-11-21 10,2024-11-21 10:00:37,000,963.3,1030.4,7.2,8.5,84,3790,0.0,-,230,1.8,232,2.3,13.3,13.9
57061/平陆,小时数据,2024-11-21 09,2024-11-21 09:00:42,000,963.3,1030.6,5.5,7.9,88,2972,0.0,-,213,1.6,218,1.1,7.3,8.9
57061/平陆,小时数据,2024-11-21 08,2024-11-21 08:00:43,000,962.8,1030.2,3.5,7.4,94,3873,0.0,-,218,2.0,240,1.4,1.1,2.5
57061/平陆,小时数据,2024-11-21 07,2024-11-21 07:00:42,000,962.2,1029.6,3.0,7.1,94,4350,0.0,-,285,1.3,294,1.3,-0.4,-0.5
57061/平陆,小时数据,2024-11-21 06,2024-11-21 06:00:39,000,961.8,1029.1,2.9,7.0,93,4955,0.0,-,321,0.6,319,1.0,-0.1,-0.9
57061/平陆,小时数据,2024-11-21 05,2024-11-21 05:00:40,000,961.9,1028.9,4.1,7.4,91,4586,0.0,-,274,0.6,223,0.7,0.2,-0.5
57061/平陆,小时数据,2024-11-21 04,2024-11-21 04:00:38,000,961.9,1028.7,4.3,7.3,88,6765,0.0,-,321,2.5,316,2.8,1.2,2.1
57061/平陆,小时数据,2024-11-21 03,2024-11-21 03:00:40,000,962.3,1029.1,4.4,7.3,87,5896,0.0,-,346,0.8,344,0.9,1.2,0.6
57061/平陆,小时数据,2024-11-21 02,2024-11-21 02:00:40,000,962.3,1028.9,5.3,7.7,87,6274,0.0,-,310,2.8,312,2.6,2.1,3.1
57061/平陆,小时数据,2024-11-21 01,2024-11-21 01:00:38,000,962.7,1029.4,5.4,7.6,85,5871,0.0,-,333,1.5,332,1.2,2.0,1.4
57061/平陆,小时数据,2024-11-21 00,2024-11-21 00:00:37,000,962.7,1029.4,6.9,7.9,79,7796,0.0,-,303,1.8,311,2.1,3.1,4.1
57061/平陆,小时数据,2024-11-20 23,2024-11-20 23:00:40,000,962.5,1029.4,6.2,7.7,81,6722,0.0,-,315,2.3,334,2.0,3.1,3.6
57061/平陆,小时数据,2024-11-20 22,2024-11-20 22:00:40,000,962.4,1029.5,6.3,7.8,82,7150,0.0,-,351,3.0,346,3.0,3.3,3.7
57061/平陆,小时数据,2024-11-20 21,2024-11-20 21:00:39,000,962.1,1029.3,6.0,7.6,81,9531,0.0,-,330,2.5,332,2.5,3.4,3.6
57061/平陆,小时数据,2024-11-20 20,2024-11-20 20:00:38,000,961.8,1028.9,7.3,7.5,73,11297,0.0,-,353,2.3,6,2.6,4.1,4.2
57061/平陆,小时数据,2024-11-20 19,2024-11-20 19:02:03,000,961.3,1028.4,7.8,7.7,73,11082,0.0,-,5,3.9,4,3.8,4.9,5.3
57061/平陆,小时数据,2024-11-20 18,2024-11-20 18:01:18,000,960.9,1027.8,8.2,7.6,70,13353,0.0,-,355,3.5,359,3.4,5.7,5.7
57061/平陆,小时数据,2024-11-20 17,2024-11-20 17:02:02,000,960.8,1027.4,9.7,7.7,64,12086,0.0,-,352,2.3,352,2.5,8.3,8.3
57061/平陆,小时数据,2024-11-20 16,2024-11-20 16:01:20,000,960.8,1027.3,10.6,7.5,59,14600,0.0,-,1,3.1,2,4.1,11.4,13.5
57061/平陆,小时数据,2024-11-20 15,2024-11-20 15:00:40,000,960.9,1027.4,10.9,7.9,61,14911,0.0,-,355,5.2,1,4.9,15.3,18.6
57061/平陆,小时数据,2024-11-20 14,2024-11-20 14:00:39,000,961.5,1027.9,11.5,8.1,60,16441,0.0,-,331,3.0,347,3.2,18.9,20.3
57061/平陆,小时数据,2024-11-20 13,2024-11-20 13:00:42,000,962.2,1028.9,10.6,8.3,65,12046,0.0,-,290,1.3,276,1.7,22.1,23.2
57061/平陆,小时数据,2024-11-20 12,2024-11-20 12:00:42,000,963.1,1029.9,9.6,8.2,69,10595,0.0,-,223,2.8,226,2.9,20.0,18.7
57061/平陆,小时数据,2024-11-20 11,2024-11-20 11:00:41,000,963.9,1030.9,8.6,8.0,72,8400,0.0,-,244,2.4,231,2.7,18.5,17.2
57061/平陆,小时数据,2024-11-20 10,2024-11-20 10:00:42,000,964.5,1031.7,6.7,8.0,82,5610,0.0,-,214,2.0,213,1.8,9.4,9.6
57061/平陆,小时数据,2024-11-20 09,2024-11-20 09:00:37,000,964.3,1031.5,6.3,7.7,81,6716,0.0,-,325,1.7,321,1.8,7.5,7.8
57061/平陆,小时数据,2024-11-20 08,2024-11-20 08:00:40,000,963.7,1031.0,5.1,7.6,87,5528,0.0,-,255,1.5,253,1.4,5.1,5.0
57061/平陆,小时数据,2024-11-20 07,2024-11-20 07:00:40,000,963.3,1030.6,4.7,7.8,91,3629,0.0,-,265,2.0,257,1.7,4.4,4.0
57061/平陆,小时数据,2024-11-20 06,2024-11-20 06:00:38,000,963.0,1030.2,5.4,7.9,88,4084,0.0,-,288,0.9,269,1.0,5.0,4.5
57061/平陆,小时数据,2024-11-20 05,2024-11-20 05:00:41,000,963.0,1030.1,6.1,7.7,82,6365,0.0,-,267,0.6,295,0.7,5.6,5.4
57061/平陆,小时数据,2024-11-20 04,2024-11-20 04:00:39,000,963.2,1030.2,6.3,7.5,79,7631,0.0,-,301,2.3,307,2.6,5.6,5.8
57061/平陆,小时数据,2024-11-20 03,2024-11-20 03:00:41,000,963.4,1030.4,6.5,7.6,79,6751,0.0,-,313,2.2,315,2.3,5.6,5.9
57061/平陆,小时数据,2024-11-20 02,2024-11-20 02:00:37,000,963.6,1030.6,6.4,7.5,78,7129,0.0,-,321,1.8,317,1.9,5.5,5.7
57061/平陆,小时数据,2024-11-20 01,2024-11-20 01:00:42,000,964.2,1031.5,5.7,8.0,87,6439,0.0,-,290,1.7,283,1.5,5.1,4.9
57061/平陆,小时数据,2024-11-20 00,2024-11-20 00:00:41,000,964.5,1031.8,5.8,8.1,88,5596,0.0,-,262,2.4,277,1.5,4.8,4.5
57061/平陆,小时数据,2024-11-19 23,2024-11-19 23:00:39,000,964.6,1031.9,6.4,8.0,83,7805,0.0,-,281,1.4,277,1.4,5.8,5.7
57061/平陆,小时数据,2024-11-19 22,2024-11-19 22:00:39,000,964.8,1032.2,6.6,7.5,77,12223,0.0,-,329,1.1,309,1.2,6.0,5.7
57061/平陆,小时数据,2024-11-19 21,2024-11-19 21:00:40,000,964.4,1031.8,6.6,7.5,77,10709,0.0,-,320,1.4,320,1.3,6.1,5.8
57061/平陆,小时数据,2024-11-19 20,2024-11-19 20:00:39,000,964.3,1031.7,6.7,7.4,75,14468,0.0,-,335,1.8,340,1.8,6.3,6.0
57061/平陆,小时数据,2024-11-19 19,2024-11-19 19:00:41,000,963.9,1031.3,6.9,7.5,75,14432,0.0,-,340,1.1,355,1.0,6.6,5.9
57061/平陆,小时数据,2024-11-19 18,2024-11-19 18:00:41,000,963.5,1030.9,7.2,7.2,71,18573,0.0,-,322,1.0,321,1.0,7.0,6.4
57061/平陆,小时数据,2024-11-19 17,2024-11-19 17:00:37,000,963.3,1030.6,7.5,6.9,67,22698,0.0,-,316,2.5,324,2.3,7.7,7.2
57061/平陆,小时数据,2024-11-19 16,2024-11-19 16:00:47,000,963.2,1030.5,7.8,7.1,67,19563,0.0,-,353,3.9,355,3.5,9.6,8.9
57061/平陆,小时数据,2024-11-19 15,2024-11-19 15:00:38,000,962.9,1030.1,8.2,7.5,69,20188,0.0,-,324,2.2,346,2.8,12.5,11.1
57061/平陆,小时数据,2024-11-19 14,2024-11-19 14:00:37,000,963.4,1030.7,8.1,7.3,68,15907,0.0,-,311,1.8,304,1.7,15.1,12.9
57061/平陆,小时数据,2024-11-19 13,2024-11-19 13:00:41,000,964.6,1032.1,7.0,7.3,73,14759,0.0,-,326,1.0,345,0.9,13.8,13.9
57061/平陆,小时数据,2024-11-19 12,2024-11-19 12:00:37,000,965.2,1032.8,6.6,7.3,75,14518,0.0,-,135,2.1,162,1.7,12.7,10.2
57061/平陆,小时数据,2024-11-19 11,2024-11-19 11:00:42,000,966.6,1034.4,6.0,7.4,79,12880,0.0,-,162,2.2,167,2.1,10.7,8.8
57061/平陆,小时数据,2024-11-19 10,2024-11-19 10:00:40,000,967.2,1035.1,5.6,7.2,79,12042,0.0,-,133,2.1,142,2.2,8.6,7.5
57061/平陆,小时数据,2024-11-19 09,2024-11-19 09:00:39,000,966.9,1034.9,4.9,7.1,82,10224,0.0,-,131,2.8,144,2.6,6.0,5.7
57061/平陆,小时数据,2024-11-19 08,2024-11-19 08:00:39,000,966.6,1034.6,4.6,7.0,82,11498,0.0,-,136,2.2,135,2.2,4.5,4.6
57061/平陆,小时数据,2024-11-19 07,2024-11-19 07:00:39,000,966.3,1034.3,4.4,7.0,84,9581,0.0,-,134,2.9,127,2.7,4.1,4.1
57061/平陆,小时数据,2024-11-19 06,2024-11-19 06:00:42,000,966.0,1034.0,4.2,7.2,87,8316,0.0,-,133,3.0,137,2.4,4.2,4.0
57061/平陆,小时数据,2024-11-19 05,2024-11-19 05:00:40,000,966.2,1034.2,4.1,7.3,89,6155,0.0,-,146,3.0,143,3.0,4.3,4.1
57061/平陆,小时数据,2024-11-19 04,2024-11-19 04:00:39,000,966.0,1033.9,4.2,7.3,88,6109,0.0,-,148,3.0,139,3.3,4.4,4.1
57061/平陆,小时数据,2024-11-19 03,2024-11-19 03:00:42,000,966.8,1034.7,4.2,7.3,88,6515,0.0,-,129,4.1,131,3.8,4.3,4.1
57061/平陆,小时数据,2024-11-19 02,2024-11-19 02:00:37,000,967.6,1035.6,4.2,7.3,88,7540,0.0,-,139,3.6,137,3.4,4.3,4.1
57061/平陆,小时数据,2024-11-19 01,2024-11-19 01:00:40,000,967.9,1036.1,4.0,7.2,89,6377,0.0,-,151,2.8,149,2.9,4.4,3.9
57061/平陆,小时数据,2024-11-19 00,2024-11-19 00:00:41,000,968.1,1036.2,3.9,7.3,90,6181,0.0,-,144,3.7,145,3.6,4.3,3.7
57061/平陆,小时数据,2024-11-18 23,2024-11-18 23:00:39,000,968.4,1036.4,3.7,7.2,91,7315,0.0,-,146,2.9,142,3.0,4.1,3.3
57061/平陆,小时数据,2024-11-18 22,2024-11-18 22:00:39,000,968.7,1036.5,3.6,7.2,91,6721,0.1,-,149,2.6,147,3.4,4.1,3.3
57061/平陆,小时数据,2024-11-18 21,2024-11-18 21:00:37,000,968.6,1036.4,3.6,7.1,90,9485,0.0,-,135,3.4,138,3.3,4.2,3.2
57061/平陆,小时数据,2024-11-18 20,2024-11-18 20:02:38,CCA,968.1,1035.8,3.6,7.0,89,12186,0.0,-,129,3.8,135,3.5,4.0,3.4
57061/平陆,小时数据,2024-11-18 19,2024-11-18 19:00:41,000,967.6,1035.3,3.6,7.0,89,13469,0.0,-,132,4.2,134,5.1,4.0,3.2
57061/平陆,小时数据,2024-11-18 18,2024-11-18 18:00:40,000,967.3,1034.9,3.8,6.9,86,13934,0.0,-,125,5.5,134,5.0,4.3,3.6
57061/平陆,小时数据,2024-11-18 17,2024-11-18 17:00:38,000,967.0,1034.6,4.0,6.8,84,17076,0.0,-,132,4.2,131,4.6,4.9,4.1
57061/平陆,小时数据,2024-11-18 16,2024-11-18 16:00:38,000,966.9,1034.4,4.2,6.8,83,24372,0.0,-,130,4.2,132,4.5,5.8,4.3
57061/平陆,小时数据,2024-11-18 15,2024-11-18 15:00:41,000,967.0,1034.5,4.6,6.9,81,22173,0.0,-,138,5.7,138,4.7,8.1,5.4
57061/平陆,小时数据,2024-11-18 14,2024-11-18 14:00:38,000,967.5,1035.1,4.2,7.0,85,19083,0.1,-,143,3.7,134,3.4,8.4,5.1
57061/平陆,小时数据,2024-11-18 13,2024-11-18 13:00:42,000,968.2,1035.9,3.6,6.9,87,16047,0.4,-,80,2.4,86,2.9,6.2,3.8
57061/平陆,小时数据,2024-11-18 12,2024-11-18 12:00:40,000,969.4,1037.0,4.4,6.6,79,17011,0.3,-,130,4.8,131,4.4,5.7,3.9
57061/平陆,小时数据,2024-11-18 11,2024-11-18 11:00:43,000,969.2,1036.7,5.7,6.1,67,18064,0.0,-,160,7.0,149,5.9,5.3,4.4
57061/平陆,小时数据,2024-11-18 10,2024-11-18 10:00:37,000,968.6,1035.9,7.0,5.3,53,30000,0.0,-,133,8.5,137,8.0,5.6,6.7
57061/平陆,小时数据,2024-11-18 09,2024-11-18 09:00:41,000,967.9,1035.0,7.4,5.9,57,24105,0.0,-,142,5.2,146,5.0,6.3,7.4
57061/平陆,小时数据,2024-11-18 08,2024-11-18 08:00:39,000,967.4,1034.4,7.4,5.9,57,26887,0.0,-,144,4.4,142,4.3,5.4,6.9
57061/平陆,小时数据,2024-11-18 07,2024-11-18 07:00:37,000,966.9,1033.9,7.5,6.1,59,25203,0.0,-,129,5.1,133,4.2,5.2,6.9
57061/平陆,小时数据,2024-11-18 06,2024-11-18 06:00:39,000,966.5,1033.4,7.6,6.2,59,23019,0.0,-,132,3.7,135,3.8,5.3,6.9
57061/平陆,小时数据,2024-11-18 05,2024-11-18 05:00:39,000,966.2,1033.0,7.6,6.3,60,24910,0.0,-,131,4.2,133,4.5,5.4,7.0
57061/平陆,小时数据,2024-11-18 04,2024-11-18 04:00:37,000,966.7,1033.5,7.8,6.0,57,28701,0.0,-,124,3.2,132,3.9,5.5,7.1
57061/平陆,小时数据,2024-11-18 03,2024-11-18 03:00:39,000,966.9,1033.7,7.8,6.1,58,28017,0.0,-,134,3.5,132,3.2,5.7,7.1
57061/平陆,小时数据,2024-11-18 02,2024-11-18 02:00:40,000,967.4,1034.3,7.8,6.2,59,30000,0.0,-,168,1.3,149,1.7,5.9,6.9
57061/平陆,小时数据,2024-11-18 01,2024-11-18 01:00:40,000,967.4,1034.4,8.0,6.0,56,29408,0.0,-,139,2.7,131,2.3,6.0,7.3
57061/平陆,小时数据,2024-11-18 00,2024-11-18 00:00:42,000,967.4,1034.5,8.1,5.5,51,30000,0.0,-,124,2.8,119,2.4,6.2,7.4
57061/平陆,小时数据,2024-11-17 23,2024-11-17 23:00:40,000,967.6,1034.8,7.8,5.8,55,30000,0.0,-,186,1.3,186,1.0,6.8,6.5
57061/平陆,小时数据,2024-11-17 22,2024-11-17 22:00:37,000,967.7,1035.0,8.2,5.5,51,30000,0.0,-,141,0.7,136,0.6,6.9,6.6
57061/平陆,小时数据,2024-11-17 21,2024-11-17 21:00:42,000,967.4,1034.7,8.4,5.5,50,30000,0.0,-,191,0.8,199,0.9,7.0,6.7
57061/平陆,小时数据,2024-11-17 20,2024-11-17 20:00:37,000,966.4,1033.7,8.8,5.3,47,30000,0.0,-,124,1.1,136,1.3,7.2,7.3
57061/平陆,小时数据,2024-11-17 19,2024-11-17 19:00:40,000,965.7,1033.0,8.9,6.0,53,30000,0.0,-,87,1.1,107,1.3,7.9,7.7
57061/平陆,小时数据,2024-11-17 18,2024-11-17 18:00:39,000,965.2,1032.4,9.0,7.7,67,21123,0.0,-,164,1.2,167,1.2,8.8,7.5
57061/平陆,小时数据,2024-11-17 17,2024-11-17 17:00:39,000,965.0,1032.1,9.6,7.6,64,21063,0.0,-,153,0.9,153,1.0,10.1,8.9
57061/平陆,小时数据,2024-11-17 16,2024-11-17 16:00:43,000,964.8,1031.8,10.2,7.1,57,25508,0.0,-,171,1.7,185,1.6,12.3,10.7
57061/平陆,小时数据,2024-11-17 15,2024-11-17 15:00:41,000,964.8,1031.8,10.2,7.2,58,25251,0.0,-,174,1.4,166,1.4,15.9,14.0
57061/平陆,小时数据,2024-11-17 14,2024-11-17 14:00:38,000,964.9,1031.9,9.7,8.1,67,16249,0.0,-,196,1.1,219,1.1,15.9,13.7
57061/平陆,小时数据,2024-11-17 13,2024-11-17 13:00:40,000,965.3,1032.4,9.0,8.3,72,12299,0.0,-,263,0.9,238,0.6,16.3,14.4
57061/平陆,小时数据,2024-11-17 12,2024-11-17 12:00:41,000,966.1,1033.5,8.0,8.0,75,10485,0.0,-,188,2.1,177,1.8,17.0,14.9
57061/平陆,小时数据,2024-11-17 11,2024-11-17 11:00:41,000,967.0,1034.6,7.1,8.0,79,12585,0.0,-,227,0.8,241,1.2,12.7,11.7
57061/平陆,小时数据,2024-11-17 10,2024-11-17 10:00:37,000,967.2,1034.8,6.4,7.8,81,13977,0.0,-,270,1.7,264,1.7,10.5,9.8
